61152	393431	50
65613	393176	50
65613	393167	50
65613	70188	50
69597	9206	50
69597	69606	50
69603	7494	50
69603	69592	50
69660	69664	50
69660	69665	50
70120	393176	50
70120	65616	50
70120	393167	50
70312	393176	50
70312	65616	50
70312	70188	50
70323	52781	50
70323	393137	50
70323	117998	50
73533	73522	50
73533	90623	50
73556	44568	50
73556	42327	50
73562	6896	50
73562	69605	50
73605	841	50
73605	393005	50
94865	9491	50
94865	94866	50
94866	9467	50
94866	94848	50
116935	116945	50
116935	52101	50
116937	116945	50
116937	52169	50
116944	52169	50
116944	52101	50
117147	117196	50
117147	61755	50
117147	40187	50
117151	117196	50
117151	117145	50
117151	40187	50
117155	117870	50
117155	117852	50
117157	392920	50
117157	391319	50
117157	37720	50
117160	61617	50
117160	391319	50
117160	37720	50
117186	392962	50
117186	40189	50
117194	117145	50
117194	61755	50
117194	40187	50
117201	117196	50
117201	117145	50
117201	61755	50
117202	392962	50
117202	40189	50
117202	117177	50
117203	35599	50
117203	153576	50
117203	392965	50
117206	393389	50
117206	153551	50
117210	117208	50
117210	153551	50
117288	393281	50
117288	117284	50
117288	148013	50
117354	117355	50
117354	393413	50
117354	118360	50
117357	393353	50
117357	393413	50
117357	118360	50
117373	393353	50
117373	117355	50
117373	118360	50
117380	32807	50
117380	117384	50
117386	32807	50
117386	117382	50
117396	393661	50
117396	393080	50
117396	391725	50
117453	392902	50
117453	32812	50
117453	117456	50
117458	392902	50
117458	32812	50
117458	117454	50
117467	393311	50
117467	117405	50
117803	393107	50
117803	393068	50
117803	52581	50
117804	392899	50
117804	392908	50
117804	118399	50
117806	392854	50
117806	392908	50
117806	118399	50
117834	391731	50
117834	391735	50
117834	61177	50
117848	117870	50
117848	392926	50
117858	117852	50
117858	392926	50
117922	8428	50
117922	117923	50
117923	117926	50
117923	52535	50
117970	6653	50
117970	128344	50
117990	52781	50
117990	393137	50
117990	393149	50
118007	52258	50
118007	118008	50
118008	52264	50
118008	52526	50
118057	118059	50
118057	392890	50
118057	391316	50
118064	52172	50
118064	392890	50
118064	391316	50
118289	393101	50
118289	393068	50
118289	52581	50
118363	393353	50
118363	117355	50
118363	393413	50
118393	32812	50
118393	117454	50
118393	117456	50
118402	392854	50
118402	392899	50
118402	392908	50
123266	43252	50
123266	54800	50
123266	393619	50
123272	54911	50
123272	123274	50
123287	54910	50
123287	123268	50
128343	9363	50
128343	52711	50
128344	34661	50
128344	44595	50
128349	73548	50
128349	147991	50
130922	40483	50
130922	393131	50
130922	42725	50
131977	40483	50
131977	42725	50
131977	392881	50
146303	6880	50
146303	148000	50
146430	37721	50
146430	35601	50
147991	8789	50
147991	147992	50
148010	393281	50
148010	117284	50
148010	393341	50
149794	36172	50
149794	94873	50
149801	117284	50
149801	148013	50
149801	393341	50
149805	393281	50
149805	148013	50
149805	393341	50
151182	6405	50
151182	392759	50
151237	9047	50
151237	36315	50
151609	9655	50
151609	147990	50
153577	35599	50
153577	153576	50
153580	35599	50
153580	392965	50
153620	42357	50
153620	52717	50
153621	6782	50
153621	153620	50
391317	52172	50
391317	118059	50
391317	392890	50
391318	392920	50
391318	61617	50
391318	37720	50
391726	393661	50
391726	393326	50
391726	393080	50
391732	391735	50
391732	61177	50
391732	393431	50
391735	391737	50
391735	392914	50
391735	34078	50
391736	391731	50
391736	61177	50
391736	393431	50
391738	391736	50
391738	392914	50
391738	34078	50
391742	391736	50
391742	391737	50
391742	34078	50
392255	392807	50
392255	148221	50
392255	3414	50
392987	36471	50
392987	392990	50
393603	393245	50
393603	393733	50
393603	54804	50
